,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Gm7494,0,0,0,0,0,0,0,0
Vmn2r-ps125,0,0,0,0,0,0,0,0
Gm48622,0,0,0,0,0,0,2,0
Gm28663,0,0,0,0,0,0,0,0
Ei24,4055,2971,2615,2618,3040,3294,2504,2521
Gm37755,2,2,0,0,2,4,4,6
Btf3-ps2,0,0,0,0,0,0,0,0
Cpvl,0,0,0,0,0,0,0,0
Gm45495,28,18,23,20,10,16,28,32
Gm16618,8,6,6,4,7,0,8,6
Ccdc50-ps,16,9,21,3,4,9,7,29
Gm47758,0,0,0,0,0,0,0,0
4930487D11Rik,0,0,0,0,0,0,0,0
Gm5086,0,0,2,0,0,1,0,2
1810059C17Rik,2,0,0,2,0,0,0,0
Gm29684,0,0,0,0,1,0,0,1
Eftud2,5232,3919,3577,3626,3802,3705,2492,2580
Muc16,0,0,0,0,0,0,0,0
Gm8214,0,0,2,0,0,0,0,0
Gm49000,0,0,0,0,0,0,0,0
Olfr222,0,0,0,0,0,0,0,0
Gm4224,0,0,0,0,0,0,0,0
Mpdu1,589,488,460,483,448,463,486,566
Gm47132,0,0,0,0,0,0,0,0
Gm37231,0,0,0,0,0,0,0,0
Stx19,2,6,2,0,0,7,8,2
Pals2,1807,1358,1270,1442,1211,1383,391,417
Fbxw28,0,0,0,0,0,0,0,0
Gm34662,0,0,0,0,0,0,0,0
Gm47918,0,2,0,0,0,0,0,0
St6galnac5,30,24,24,14,10,16,40,32
Abhd12,3473,2471,2331,2348,2353,2521,2096,2395
Gm13929,0,0,0,0,0,0,0,0
Cep164,2185,1480,1528,1479,1617,1711,1214,1443
Magix,2,0,0,2,2,0,0,0
Gm39078,0,0,0,0,0,0,0,0
4930479D17Rik,0,0,0,0,3,0,2,8
Gm7607,0,0,0,2,0,0,0,0
Gm42940,0,4,2,8,0,2,4,2
Gm10863,4,0,0,6,2,0,4,4
Gm48353,0,0,0,0,0,0,0,0
Gm27024,0,0,0,0,0,0,0,0
Rps19-ps12,4,0,1,0,0,0,4,0
Mal,8,6,4,11,6,0,16,8
Rec8,0,0,0,0,0,2,0,0
Tcte1,0,0,0,0,0,0,0,0
Gm13358,0,0,0,0,0,0,0,0
2610028D06Rik,4,2,2,0,4,6,2,5
Vmn2r124,0,0,0,0,0,0,0,0
Cenpk,362,245,233,194,230,225,88,89
Cd7,0,0,0,0,0,0,0,0
Cd164,18763,13399,12036,12740,12724,12991,13927,13019
Gm27155,0,0,0,0,0,0,0,0
Ppp1r11,2056,1347,1525,1546,1535,1539,1076,1253
Mrpl53,0,0,0,0,0,0,0,0
Gm42723,0,0,0,0,0,0,0,0
Gm26952,0,0,0,0,0,0,0,0
Exoc8,1409,1115,1027,909,953,1030,874,786
4931408C20Rik,0,0,0,0,0,0,0,0
Gm14602,0,0,0,0,0,0,0,0
Serpina16,4,6,1,6,10,6,5,2
Nup155,2245,1699,1881,1758,1642,1678,1109,934
Krt84,0,0,0,0,0,2,0,0
Gm30285,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0
Gm6444,16,5,4,8,7,15,4,11
Ermap,7,6,4,6,0,4,6,11
Gm5260,0,0,0,0,0,0,0,0
Gm4984,0,0,0,0,2,0,0,0
Hsp25-ps1,33,21,14,17,13,11,4,12
Mir7650,0,0,0,0,0,0,0,0
0610009B22Rik,691,404,434,397,469,418,542,499
Gm13321,0,0,0,0,0,0,0,2
Vax2,43,28,36,37,30,28,23,54
Gm37093,0,0,0,0,0,0,0,0
Gm8902,4,2,2,0,0,1,0,0
Scube2,8,4,6,11,10,19,17,20
Gm36503,0,0,0,0,0,0,0,0
Gm28399,0,0,0,0,0,0,0,0
Gm20111,0,0,0,0,0,0,0,0
Tspan14,1413,1007,906,975,1092,1084,966,982
Trim9,2,0,2,0,0,0,0,6
Gm18092,0,0,0,0,0,0,0,0
Olfr1173,0,0,0,0,0,0,0,0
Gm42937,0,2,2,2,0,7,2,8
Magea10,0,0,0,0,0,0,0,0
Mup3,0,0,0,0,0,0,0,0
Gm20672,0,0,0,0,0,0,0,0
Gm18671,0,0,0,0,0,0,0,0
Gm8065,0,0,0,0,0,0,0,0
Gm17529,4,4,0,8,1,1,4,2
Gm6447,4,0,0,0,0,0,0,0
Gm16253,3,4,2,0,4,3,1,7
Gm8104,0,0,0,0,0,0,0,0
Gm45195,0,0,0,0,0,0,0,0
Pramel20,0,0,0,0,0,0,0,0
Gm20679,0,0,0,0,0,0,0,0
Gkn3,0,0,0,0,0,0,0,0
Saa1,0,0,0,0,0,0,2,0
Clec1b,0,0,0,0,0,0,0,0
Gm7346,0,0,0,0,0,0,0,0
Nxf7,0,0,0,0,0,0,0,0
Robo3,10,10,4,10,7,9,2,5
Fktn,1465,1052,1198,1073,1170,1153,818,799
Gm7326,0,0,0,0,2,0,0,0
Aadacl4fm2,0,0,0,0,0,0,0,0
Trav7-1,0,0,0,0,0,0,0,0
Olfr1364,0,0,0,0,0,0,0,0
Gm38127,0,0,0,0,0,0,0,0
Gzmk,2,0,0,2,0,0,0,2
1700116H05Rik,0,0,0,0,0,0,0,0
Gm32122,0,0,0,0,0,0,0,0
2810471M01Rik,0,0,0,0,0,0,0,0
Cbx4,1407,1019,1074,1096,1074,1230,1392,1616
Gm20040,0,0,0,0,0,0,0,0
Endod1,1900,1402,1358,1383,1467,1390,886,805
Vmn1r-ps147,0,0,0,0,0,0,0,0
Gm28958,0,0,0,0,0,0,0,0
Lifr,644,459,475,435,468,587,1208,1043
Rspo4,0,0,0,0,0,0,2,0
Gm19097,0,0,0,0,0,0,0,0
1810008I18Rik,4,4,4,2,4,2,4,0
Gm37679,0,0,0,0,0,0,0,0
Gm50483,0,0,0,0,0,0,0,0
Dffb,48,47,36,32,30,46,29,48
Adam3,12,12,4,4,2,5,2,2
Rpl17-ps5,1568,930,862,996,963,947,937,836
Gm15815,0,0,0,0,0,0,0,0
Gm15388,0,0,0,0,0,0,0,0
Pate6,0,0,0,0,0,0,0,0
Ms4a2,0,0,0,0,0,0,0,0
Gm6174,0,0,0,0,0,0,0,0
Gm14238,0,0,0,0,0,0,0,0
Gm50389,0,0,0,0,0,0,0,0
Gm48791,0,0,0,0,0,0,0,0
Gm27001,0,0,0,0,0,0,0,0
Wdr59,894,621,543,629,665,645,640,625
Crip3,0,0,0,0,0,0,0,0
Gm45042,0,0,0,0,0,0,0,0
Gm18688,0,0,0,0,0,0,0,0
Zfp46,1920,1406,1307,1316,1637,1611,1987,1940
4933424H11Rik,0,0,0,0,0,0,0,0
Gm22674,0,0,0,0,0,0,0,0
Tmed5,4411,3068,3273,3195,2685,2856,1588,1420
Elp6,329,221,223,228,209,181,204,188
2210017I01Rik,0,0,0,0,0,0,0,0
Gm6443,2,0,2,2,2,2,4,0
Gm4525,29,24,15,26,21,12,16,22
Gm44797,0,0,0,0,0,0,0,0
Gm525,0,0,0,0,0,0,0,0
Pptc7,1135,799,793,742,850,855,667,657
Gm9402,0,0,0,0,0,0,0,0
Gm47290,0,0,0,0,0,0,0,0
Gm42684,0,0,0,0,0,0,0,0
Snord23,0,0,0,2,0,2,0,0
Gm45079,0,0,0,0,0,0,0,0
4930502E09Rik,0,0,0,2,0,0,0,0
6330410L21Rik,0,0,0,0,0,0,0,0
Gm12713,0,0,0,0,0,0,2,0
Gm26962,0,2,0,0,0,0,0,0
Fam81a,22,17,29,28,22,24,20,6
Gm51440,0,0,0,0,0,0,0,0
B3gnt2,26,19,28,17,22,26,14,24
Gm7426,0,0,0,0,0,0,0,0
Cert1,3181,2318,1991,2107,2165,2305,2145,1879
Gm21614,0,0,0,0,0,0,0,0
Gm48321,0,0,0,0,0,0,0,0
Gm20537,0,0,0,0,0,0,0,0
Gm20826,0,0,0,0,0,0,0,0
Gm28581,0,0,0,0,0,0,0,0
Gm49192,0,0,0,0,0,0,0,0
Pdgfc,4376,3057,3291,3303,3332,3372,3697,3948
Gm38266,0,0,0,0,0,0,0,0
Cenpu,167,124,151,146,137,109,39,42
Gm43845,0,0,0,0,0,0,0,0
Scn5a,4,4,12,6,8,0,2,6
1700074A21Rik,0,0,0,0,0,0,0,0
Aire,0,0,0,0,0,2,0,0
Gm18660,0,0,0,0,0,0,0,0
Tmem87b,1655,1255,1130,1177,1311,1501,1431,1583
Mecr,740,525,560,512,604,525,289,333
Csf3r,0,0,0,0,0,0,0,0
Pum2,8622,5998,5553,5910,6570,6542,5167,4806
Zdhhc21,1445,984,1192,1094,1141,1217,1141,901
Gm8303,0,0,0,0,0,0,0,0
Zbtb8b,0,0,0,0,0,0,0,0
Krt19,417,279,198,233,206,181,42,53
Spag4,86,56,47,79,56,52,57,62
Gm4988,0,0,0,0,0,0,0,0
Gm21658,0,0,0,0,0,0,0,0
Pstpip1,401,218,292,266,269,268,161,254
Gm26273,0,0,0,0,0,0,0,0
Gm19060,0,0,0,0,0,0,0,0
Olfr563-ps1,0,0,0,0,0,0,0,0
Gm20854,0,0,0,0,0,0,0,0
Zfp14,149,81,56,102,91,108,131,156
Gm6070,2,0,2,0,0,0,0,0
Gm31992,0,0,0,0,0,2,0,0
Cplx1,0,0,0,0,0,0,0,0
Pde12,1260,897,905,924,909,795,626,656
Gm12095,0,0,0,0,0,0,0,0
Gm18530,0,0,0,0,0,0,0,0
A830029E22Rik,2,0,0,0,0,0,0,0
Dscc1,156,85,101,135,38,64,19,18
Gm47340,0,0,0,0,0,0,0,0
Gm36941,0,0,0,0,0,0,0,0
Cyp4f14,2,2,2,0,0,2,19,27
Gm42527,0,0,6,0,0,0,0,0
4930516B21Rik,16,0,8,4,0,4,12,10
Cep57,1052,771,743,679,741,792,529,464
Ttll6,0,0,0,0,0,0,0,0
Myo10,8044,5518,6389,5632,5456,5442,5443,4790
Gm28201,0,0,0,0,0,0,0,0
Gm50418,0,0,0,0,0,0,0,0
Gm2975,0,0,0,0,0,0,0,0
Gm28236,0,0,0,0,0,0,0,0
Gm49362,0,0,0,0,0,0,0,0
Olfr162-ps1,0,0,0,0,0,0,0,0
Gm2976,0,2,0,0,0,0,0,0
Gm24279,0,0,0,0,0,0,0,0
Mir7065,0,0,0,0,0,0,0,0
Znhit6,1188,810,951,958,788,803,720,728
Cox5b,4499,3122,2779,2818,2722,2978,2109,2588
Gm10180,52,31,17,12,31,23,20,25
Gm14674,0,0,0,0,0,0,0,0
Gm40761,0,0,0,0,0,0,0,0
Npb,0,0,0,2,0,0,0,6
Olfr1306,0,0,0,0,0,0,0,0
H4c1,8,10,10,6,6,8,12,8
Gm48784,2,0,0,0,0,0,0,2
Il15ra,156,100,112,145,111,146,151,176
Atf6,5585,3839,4439,4400,4180,4287,2763,2296
Gm6623,0,0,0,0,0,0,0,2
Gm8595,0,0,0,0,0,0,0,0
Gm6647,0,0,0,0,0,0,0,0
Cd4,0,0,0,2,0,6,0,2
Fbxl21,49,26,21,25,48,40,106,94
Zfp729a,697,452,396,546,480,558,622,529
Gm11726,0,0,0,0,0,0,0,0
4930500F10Rik,2,2,2,0,2,0,0,2
Gm48667,4,2,0,2,1,2,4,0
Arhgap15,13,12,8,14,12,15,16,8
Gm7775,0,0,0,1,2,0,0,0
Mcur1,1174,819,809,910,794,902,620,798
Mir6901,0,0,0,0,0,0,0,0
Gm47456,0,0,0,0,0,0,0,0
Gm43546,2,0,0,0,0,0,0,0
Mex3a,1251,885,824,772,795,769,996,907
Gm6100,0,1,0,0,0,0,0,0
Gm14703,0,0,4,0,0,0,0,2
Gm19090,0,0,0,0,0,0,0,0
Gm53004,0,0,0,0,0,0,0,0
A230107N01Rik,4,0,0,2,0,0,2,2
Gm15043,0,0,0,0,0,0,0,0
Ostc,6460,4501,5064,5313,4263,4283,3367,3568
Gm42853,0,0,0,0,0,0,0,0
Gm21163,0,0,0,0,0,0,0,0
Gm14106,0,0,0,0,0,2,0,0
Gm5284,0,0,0,0,0,0,0,0
H2-M6-ps,0,0,0,2,0,0,0,0
Gm5714,0,0,0,0,0,0,0,0
Dgcr6,1053,743,611,732,704,728,558,717
Arl4d,143,127,184,212,97,109,92,96
Gm24212,0,0,0,0,0,0,0,0
Gm36965,0,0,0,0,0,0,0,0
Gm24177,0,0,0,0,0,0,0,0
Gm22470,0,0,0,0,0,0,0,0
Gm42710,0,0,0,0,0,0,0,0
Trav4-4-dv10,0,0,2,0,0,2,0,0
Gm7694,41,22,37,45,25,16,38,32
Ogfod2,424,293,258,304,353,320,368,412
Gm31752,0,0,0,0,0,0,0,2
Gm44715,0,0,0,0,0,0,0,0
4930459C07Rik,0,0,0,0,0,0,0,0
Lrp8os1,0,0,0,0,0,0,0,0
Scg2,134,108,76,74,109,107,845,897
Glrx2,1022,650,629,675,609,661,577,668
Mir224,0,0,1,0,0,0,0,0
Rpp40,214,111,152,153,119,105,137,165
Gm42536,0,0,0,0,0,0,0,0
Mir7047,0,0,0,0,0,0,0,0
Gm6048,0,0,0,0,0,0,0,0
Tifa,287,241,205,175,204,245,217,181
Gadd45g,4857,3348,3498,2879,1790,1882,1511,2077
Cstdc6,0,0,0,0,0,0,0,0
Gm8497,0,0,0,0,0,0,0,0
1700040F15Rik,0,0,0,0,0,0,0,0
Mrpl43,369,226,283,214,295,278,217,253
Patl1,2025,1546,1422,1493,1538,1624,1296,1194
Gm15611,0,0,0,0,0,0,0,0
Fuz,131,83,114,77,121,112,178,295
Ube2e1,1171,834,728,705,838,755,719,681
Gm15499,0,0,0,0,0,0,0,0
Mir7673,0,0,0,0,0,0,0,0
Abcg2,1500,1057,1153,1285,1210,1268,1567,1529
Psmb5-ps,0,0,0,0,0,0,0,0
Chd3,15621,10814,8060,7746,10077,10635,9673,9149
Gm49935,0,0,0,2,0,0,5,2
Dqx1,4,2,10,2,8,11,4,24
Gm13938,0,0,0,0,0,0,0,0
Gm43534,0,0,0,0,0,0,0,0
Gm5105,0,2,2,0,0,4,0,2
Gm47798,6,4,8,8,8,8,22,19
Gm26036,0,0,0,0,0,0,0,0
Bzw2,2869,2116,2314,2584,1960,1995,1297,1266
Platr32,0,0,0,0,0,0,0,0
Bicd1,34,48,16,20,34,50,30,32
Ppm1f,2842,2184,2000,1977,2303,2228,2404,2360
Gm19028,3,8,0,0,36,0,2,0
Ptp4a2,12191,8990,7858,8296,9070,9317,7813,7835
Tlr2,530,405,350,407,413,543,504,524
Syde2,335,244,228,211,224,227,263,258
Gm29085,0,0,0,0,0,0,0,0
Gm47504,0,0,0,0,0,0,0,0
Pard3,3263,2331,2012,2091,2371,2444,2030,2184
Ndc1,3411,2375,2553,2602,2547,2619,1167,1067
Amigo2,70,36,48,39,43,41,49,76
Jakmip2,79,23,34,56,54,40,6,4
Gm16585,4,2,7,4,0,0,0,0
Vmn1r-ps19,0,0,0,0,0,0,0,0
ENSMUSG00000095041,1996,1562,1198,1240,1722,1766,3717,5172
Gm7839,0,0,0,0,0,0,0,0
H1f10,694,444,384,363,542,542,466,537
Gm6134,0,0,0,0,0,0,0,2
Mir7241,0,0,0,0,0,0,0,0
Atp5k-ps3,0,0,0,0,0,0,0,0
Fyco1,3368,2378,2406,2386,2184,2396,2111,1994
Tcp11x2,2,2,2,0,0,0,0,0
C130023A14Rik,0,2,0,0,6,0,0,13
Gm37412,0,0,0,0,0,0,0,0
Mocs2,1356,968,826,907,980,899,1120,1022
Izumo1,2,0,0,0,0,0,0,1
Adam24,0,0,0,0,0,0,0,0
Sdhd,3621,2522,2481,2845,2523,2604,2119,2014
Gdnf,339,235,254,240,192,175,96,144
Gm45733,0,4,4,0,0,4,0,0
Gm43838,0,0,0,0,0,0,0,0
Cmc1,576,366,329,374,386,331,422,463
Gm25116,0,0,0,0,0,0,0,0
Gm15329,0,0,0,0,0,0,0,0
Zfp182,257,157,162,169,230,222,249,228
Gm45391,0,0,0,0,0,0,0,0
Gm49133,0,0,0,0,0,0,0,0
Gm11378,0,0,0,0,0,0,0,0
Mir1933,0,0,0,0,0,0,0,0
Hcfc1r1,4360,3216,2757,3066,2906,2952,5186,5209
Gm23483,0,0,0,0,1,0,0,0
Gm10382,30,27,10,8,25,15,35,50
Gm11540,0,0,0,0,0,0,0,2
Olfr881,0,0,0,0,0,0,0,0
Gm6702,2,0,2,0,2,0,0,3
Spef2,0,4,0,2,2,2,12,4
Gm47448,0,0,0,0,0,0,0,0
Gm47571,0,3,0,0,0,0,0,0
Gm43213,0,0,0,0,0,0,0,0
Gm6600,0,0,0,0,0,0,0,0
Gm28731,0,2,0,0,0,0,2,0
Haglr,0,0,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0,0,0
4930465I24Rik,0,0,0,0,0,0,0,0
Stn1,466,301,319,389,375,300,333,357
Prh1,0,0,0,0,0,0,0,0
Gm42785,0,0,0,0,0,0,0,0
Gm50343,0,0,0,0,0,0,0,0
Tmem50a,5563,3795,3414,3833,3667,3686,4447,4062
Gm20075,315,238,240,269,234,269,280,203
Ggcx,3577,2752,2637,2647,2766,2744,3872,3927
Gm48507,0,0,0,0,0,0,0,0
Ubap2l,13108,9414,9221,9128,9370,9597,8738,8777
Gm43274,0,0,0,0,0,0,0,0
Ptpn18,0,3,0,0,0,2,0,0
Defa5,0,0,0,0,0,0,0,0
Fgf12,0,2,4,2,0,4,2,6
1600019K03Rik,2,2,0,4,2,2,0,0
Eif4ebp2,6168,4637,4354,3945,4592,4566,3788,3844
BC049715,10,14,6,9,7,2,2,0
Oga,5438,3853,3011,2957,4393,4785,2869,2915
Ighd6-2,0,0,0,0,0,0,0,0
Themis3,0,0,0,0,2,0,0,0
Gm49855,0,0,0,0,0,0,0,0
Zfp955a,623,397,330,342,482,562,545,457
Gm9294,44,36,36,30,26,30,30,21
Gm18368,0,0,0,0,0,0,0,0
Gm28434,0,0,0,0,0,0,0,0
Ankrd37,97,65,19,34,77,100,37,51
Soga1,3315,2220,2205,1912,2335,2470,1755,1215
H1f5,16,10,16,8,14,15,8,8
Olfr760-ps1,0,0,0,0,0,0,0,0
Tas2r113,0,0,0,0,0,0,0,0
Ttyh1,51,31,37,23,25,20,38,51
Dip2b,1498,1126,1055,976,1148,1240,1026,822
Gm37518,0,0,0,0,0,0,0,0
Cenps,192,132,139,127,165,114,72,61
Gm47468,0,2,2,0,0,0,0,0
Gm38136,0,0,0,0,0,0,0,0
Btnl7-ps,0,0,0,0,0,0,0,2
Corin,2,0,0,2,1,0,1,2
Gm29430,0,0,0,0,0,0,0,0
Gm14661,0,0,0,0,0,0,0,0
Gm15168,0,0,0,0,0,0,0,0
Slc22a12,0,0,0,0,0,0,0,0
Scnm1,647,488,386,478,437,451,408,528
Rps12-ps19,78,63,80,60,79,65,62,47
Crnkl1,1802,1246,1107,1198,1167,1396,1108,1079
Gm8869,0,0,0,0,0,0,0,0
2610303G11Rik,0,0,0,0,0,0,0,0
Vmn1r69,0,0,0,0,0,0,0,0
Tmem119,5208,3832,3306,3467,3853,3696,3856,4073
Atf7ip,4983,3356,3304,3185,3604,3888,4034,3669
Serpinb6d,0,0,0,0,0,0,0,0
Gm6493,607,460,426,467,499,561,349,278
Gm47232,0,0,4,0,2,4,0,1
Churc1,156,119,108,109,140,136,83,98
Gm33312,3,2,0,2,0,0,0,2
Kcnd3os,0,0,0,0,0,0,0,0
Hsd17b6,0,0,0,4,0,0,0,0
Gm33201,0,0,0,0,0,0,0,0
Gm35520,0,0,0,0,0,0,0,0
Acp4,0,0,0,0,0,0,0,0
Apbb1,1074,819,680,725,874,739,1033,1044
Tomm40,2485,1898,2017,2071,1761,1675,902,963
Gm52983,0,2,0,2,0,0,0,0
Gm10790,2,0,2,4,0,0,0,0
Abca2,1024,779,651,560,860,779,1093,1045
Pgls,2842,2119,1868,1969,1857,1920,1642,1711
Rabl3,365,312,252,306,271,313,225,231
Gm37608,0,0,0,0,0,0,0,0
Gm46234,0,0,0,0,0,0,0,0
Gm29642,0,0,0,0,0,0,0,2
Ero1a,10895,7277,5470,5533,8439,9130,8164,8709
Cyp4f17,482,374,302,295,489,441,450,590
Zadh2,2707,1807,1797,2063,1948,1931,1586,1599
Exo1,615,462,598,447,339,305,99,93
Gm12539,0,0,0,0,0,0,0,0
Bpifb6,0,0,0,0,2,0,0,0
Gm4903,0,0,0,0,0,0,0,0
Gm28185,0,0,0,0,0,0,0,0
Gm904,0,0,0,0,0,0,0,0
Prss34,0,0,0,0,0,0,0,0
Gm16170,4,2,6,2,4,10,10,5
Pycr2,1185,827,936,860,748,757,598,636
Pkig,1014,690,794,860,842,733,711,674
Mia2,4353,2788,2945,2659,2763,2763,1827,2054
Vmn2r-ps31,0,0,0,0,0,0,0,0
AY761185,0,0,0,0,0,0,0,0
Gm49592,1,0,0,0,2,0,0,0
Gbp3,1061,768,422,515,339,454,1109,2080
Gm49796,0,0,0,0,0,0,0,0
Mir453,0,0,0,0,0,0,2,0
Gm35725,0,0,0,0,0,0,0,0
Smim15,3581,2531,2957,3032,2263,2368,1540,1460
Gm6913,0,4,2,4,2,2,0,2
Gm15742,4,0,2,2,0,0,0,1
Gm2474,0,0,0,0,0,0,0,0
Gm20882,0,0,0,0,0,0,0,0
Tmem121,225,173,117,178,169,200,236,267
Dusp16,1049,870,774,728,932,867,671,568
Gm3635,2,0,0,3,2,0,2,6
Brat1,795,581,589,567,643,653,720,805
Gm8749,0,0,0,0,0,0,0,0
Gm18226,0,0,0,0,0,0,0,0
Gm48819,0,0,0,0,0,0,0,0
Tcf3,4157,3054,2856,2842,3256,3191,3525,3555
Mapk8ip3,903,584,621,549,720,736,927,1252
Gm20855,0,0,0,0,0,0,0,0
Plekhj1,986,755,667,685,722,688,608,670
Gm4880,1,1,2,2,1,4,2,2
Vmn1r15,0,0,0,0,0,0,0,0
Gm28599,0,0,0,0,0,0,0,0
Zbtb7c,281,161,151,169,215,222,175,195
Cfap97d2,0,2,0,0,0,0,0,4
Gm22116,0,0,0,0,0,0,0,0
Alox5ap,8,11,4,8,6,10,9,15
Steap2,7240,5191,5150,5252,4925,4987,3342,3422
Gm8919,0,0,0,0,0,0,0,0
Gm47485,0,0,0,0,0,0,0,0
Spem1,0,0,0,0,0,1,0,6
Gm49145,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0
Gm12893,0,0,0,0,0,0,0,0
Mir5129,0,0,0,0,0,0,0,0
Gnrhr,0,0,0,0,0,0,0,0
Trav14-2,0,0,2,0,0,0,0,0
Gm48231,0,0,0,0,0,0,0,0
Gm32754,0,0,0,0,0,0,0,0
Ppp2r2c,6,6,0,0,2,8,10,0
Gm14747,0,0,0,0,1,0,0,0
4930566N20Rik,0,0,0,0,0,0,0,0
Mir153,0,0,0,0,0,0,0,0
Speer6-ps1,0,0,0,0,0,0,0,0
Gm4473,64,49,37,52,22,31,31,24
Gm15792,0,2,0,0,0,0,0,0
Gm28772,0,0,0,0,0,0,0,0
Gm44587,0,0,0,0,0,0,0,0
Shb,536,439,286,267,388,447,302,396
Rassf6,110,54,100,105,43,56,14,8
Zfp748,512,346,351,387,332,381,424,403
9230112D13Rik,0,0,0,0,0,0,0,0
Vmn2r-ps132,0,0,0,0,0,0,0,0
Gm47375,0,0,0,0,0,0,0,0
Ern1,900,677,693,766,645,750,763,706
Olfr1482-ps1,0,0,0,0,0,0,0,0
Gm42602,0,0,0,0,0,0,0,0
Snx6,3349,2175,1923,2017,2256,2184,2214,2158
Mgam,2,2,2,2,3,2,2,0
Pip5k1b,7,16,2,12,14,6,2,4
Gm44639,0,0,0,0,2,0,0,0
Htr1a,0,0,0,0,0,0,0,0
Gm19872,0,0,0,0,0,0,0,0
Syna,9,6,14,18,9,12,3,14
2510016D11Rik,21,24,10,26,16,18,18,8
Septin1,67,29,45,47,49,44,48,58
Igkv14-111,0,0,0,0,0,0,0,0
Gm4266,0,0,0,0,0,0,0,0
Gm18918,0,0,0,0,0,0,0,0
Plaat3,2347,1507,1376,1530,1778,1666,1565,1903
Mir201,0,0,0,0,0,0,0,0
Gm8816,0,0,0,0,0,0,2,0
Gm16554,0,0,0,0,0,0,0,0
Gm24765,0,0,0,0,0,0,0,0
Flot2,5925,4076,3325,3366,4246,4163,4183,4244
Impg2,8,10,6,2,0,4,22,16
2310039L15Rik,0,0,0,0,0,0,0,3
Dennd1b,578,439,401,421,534,583,512,463
Itpripl2,10602,7667,8795,8626,7974,8199,5673,4909
Gm5472,2,4,5,3,4,4,5,9
Clca4c-ps,0,0,0,0,0,0,0,0
Gm13003,0,2,0,0,0,0,0,0
Bcl11a,2,2,0,5,4,6,8,3
Gm47987,0,0,0,0,0,0,0,0
Ptgfrn,6245,4600,4003,4103,4702,4809,5152,4881
Gm12618,3,0,0,2,1,0,0,6
Suox,561,442,420,419,507,454,719,746
Gm27158,0,0,0,0,0,0,0,0
Arhgap9,3,2,2,4,2,4,2,0
9130024F11Rik,73,55,51,63,58,34,141,114
Gm49500,0,0,0,0,0,0,0,0
Gm12630,2,4,2,2,3,4,4,2
Fbxw7,876,695,600,624,698,750,545,499
Gm8773,37,8,18,32,14,17,7,4
Loxhd1,0,0,1,0,0,0,0,0
Phf11,5,10,0,1,2,0,2,2
Cfap91,17,21,24,13,19,32,2,14
Far2os2,0,0,0,0,0,0,0,0
Mthfd1,3083,2191,2298,2334,1981,2154,1233,1173
Gm7043,2,0,4,2,0,0,4,6
Utp18,1564,1019,1164,1080,951,1027,524,664
Mir6903,0,0,0,0,0,0,0,0
Olfr19,0,0,0,0,0,0,0,0
Gm18736,16,37,14,14,18,10,9,2
Gm36776,0,0,0,0,0,0,0,0
H2-Q1,10,11,8,9,12,6,11,17
Gm42717,4,4,0,0,0,4,2,13
Gm20383,0,6,2,0,0,0,0,0
Eif2c5,0,0,0,0,0,0,0,2
Gm12756,0,0,0,0,0,0,0,0
Anxa5,26245,18152,18184,20221,16727,17445,9604,9836
Foxs1,1232,858,1476,1362,740,583,376,335
Gm22381,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0
Ctps2,2043,1524,1144,1263,1322,1478,1670,1817
Mir5046,0,0,0,0,0,0,0,0
Mir6984,0,0,0,0,0,0,0,0
Klhl40,4,0,0,0,2,2,2,0
Thnsl1,221,176,168,183,179,157,290,239
Olfr459,0,0,0,0,0,0,0,0
Pgam2,65,65,95,86,52,46,45,69
Gm48118,0,0,0,0,0,0,0,0
Olfr145,0,0,0,0,0,0,0,0
Gm48516,0,0,0,0,0,0,0,0
Gm20800,0,0,0,0,0,0,0,0
Sec24d,12939,9047,9809,10149,9080,9375,8507,8739
Lrrc23,2,2,0,0,1,0,0,2
Gm44955,0,0,0,0,0,0,0,0
Galnt16,1450,1004,894,901,929,1073,971,920
Rpl5-ps1,113,59,59,83,76,65,35,64
Gm14590,0,0,0,0,0,0,0,0
Gm24446,0,0,0,0,0,0,0,0
Gng2,1231,799,859,946,911,973,984,1044
Gm26684,1,0,1,0,4,0,2,0
Gm28530,25,16,12,26,25,12,22,24
Ccdc178,0,0,0,0,0,0,0,0
Gm24317,0,0,0,0,0,0,0,0
Zfp433,15,20,12,12,18,20,8,19
Fkbp8,6431,4737,4187,4259,4630,4674,4656,5162
Gm37286,0,0,0,0,0,0,0,0
Gm49127,0,0,0,0,0,0,0,0
Gm26006,0,0,0,0,0,0,0,0
Gm16726,2,0,0,0,0,0,0,0
4930405D11Rik,0,0,2,0,0,0,0,0
Gm7286,0,0,0,0,1,0,0,0
Stmn1-rs1,0,0,0,0,0,0,0,0
Cep63,965,612,659,599,561,673,611,782
Gm24719,0,0,0,0,0,0,0,0
Celf3,4,0,0,2,0,4,9,9
1700110I01Rik,0,0,0,0,0,0,0,0
Pcp4,0,0,0,0,0,0,1,0
Cops5,3309,2253,2040,2191,2123,2282,1471,1592
Gm4316,13,4,0,3,9,9,1,4
Gm38208,0,0,0,0,0,0,0,0
